KD_Akari_8x8_V1-B2-P10,1,2,10,8,8,6,.#........2.##.2.#1..##..#............#..3#..##.3.##.2........2.,0000000101010010000000000010000001000000100000000100101010000001
KD_Akari_8x8_V1-B2-P11,1,2,11,8,8,6,#......#2.3..#.2..#..2...#....#..........3....#.................,0010000001010010100010010000010001000000001000000100000000000010
KD_Akari_8x8_V1-B2-P12,1,2,12,8,8,6,..#..2....1..#...................#....1..#....#..12..#2.........,0000101001000000000000000000000000000100001000001001000100000010
KD_Akari_8x8_V1-B2-P13,1,2,13,8,8,6,.........#1..##..##..2#..................1#..##..12..#1.........,0010000000000000000010000000010001000000000000001001000100100000
KD_Akari_8x8_V1-B2-P14,1,2,14,8,8,6,........#.....3#..#..#....#...4..4...#....4..#..##.....1........,0000001000000100000010100100010110100010010100000010000000000001
KD_Akari_8x8_V1-B2-P15,1,2,15,8,8,6,........3..##..#...##...#..11..##..##..2...##...2..##..#........,1000000001000000100000010010010000000010100000010000000010000000
KD_Akari_8x8_V1-B2-P16,1,2,16,8,8,6,#...3...1....#1.....##..........#....3.#......#..#1......1#...3.,0001010000001001100000000000010000001010001000000000001010000101
KD_Akari_8x8_V1-B2-P17,1,2,17,8,8,6,....##..3.3..#.3.#...#.......#....1.......#...#.#.#..4.#..##....,1000000101010010101000010000000001000000000001000000101010000100
KD_Akari_8x8_V1-B2-P18,1,2,18,8,8,6,..2###...................0#..21..#2..##...................1##2..,0100001000100000000001000000100110010000001000000000010001000010
KD_Akari_8x8_V1-B2-P19,1,2,19,8,8,6,.........#1..1#..2#..##..................##..#1..1#..11.........,0000010000010000100000000100000000000010000000000000100101000000
KD_Akari_8x8_V1-B2-P20,1,2,20,8,8,6,.........21.....#............2...2...#...#....3.3.##...#........,0100000010010000000001000100001000100000100001010100001010000000
KD_Akari_8x8_V1-B2-P21,1,2,21,8,8,6,....##....3...3.......#..2#..........#1..#.......2...3....##....,0010001001000101001000001000001001000000000001000010001001000100
KD_Akari_8x8_V1-B2-P22,1,2,22,8,8,7,#......#.#....1..#.3#.#..................#.#0.2..2....0.#......#,0000001000010000001001000001000000000010000000011001000001000000
KD_Akari_8x8_V1-B2-P23,1,2,23,8,8,7,.........#...3......##.....2.........3....1#..#0......#1...2....,0000010010001010000100010010010000001000010001000001000000100001
KD_Akari_8x8_V1-B2-P24,1,2,24,8,8,7,#.2..1.#..#..#............1..0...........3.#1.3...3###..........,0101001000001000001000000000000000000000101001010100001000100000
KD_Akari_8x8_V1-B3-P1,1,3,1,8,8,7,.#.##.#..#.##.0....#1......................2#....#.##.#..1.##.2.,0000000000000000010000000000100000010000001000100000000010000101
KD_Akari_8x8_V1-B3-P2,1,3,2,8,8,7,##...##..........3..12.....#....1..3..1..1....#............##1..,0000100001000000100100100100010000101001100100000000000001000010
KD_Akari_8x8_V1-B3-P3,1,3,3,8,8,7,#......#.##..3#..1....3..................#....#..#3..##.#......#,0000010000001000100001010000001001000000001000000001000000100000
KD_Akari_8x8_V1-B3-P4,1,3,4,8,8,7,........2.2##2.#...##............#....2...#..2...3#..##...2..#..,1000000001000010001001000000000000000001010010101000000001010010
KD_Akari_8x8_V1-B3-P5,1,3,5,8,8,7,.2....#..........#....2...1..#....#..3...3....#..........#....#.,0010000001000000000001010001000001001010100001000100000000100000
KD_Akari_8x8_V1-B3-P6,1,3,6,8,8,7,.........#.##.2..1....#.#......21......0.#....#..3.2#.#.........,0000001000000100100010010000001001000000000100001010000101000000
KD_Akari_8x8_V1-B3-P7,1,3,7,8,8,7,........#.....2#......1..#..3#...............2...1.....10.......,0000001000000100000010011001000000001000010000100000010000000001
KD_Akari_8x8_V1-B3-P8,1,3,8,8,8,7,...#..3.3..#..................###1..................#..3.2..1...,1000010101000010100000000000100000100000000000010100001010010001
KD_Akari_8x8_V1-B3-P9,1,3,9,8,8,7,#.#..##.........2.#.....#....2....2....0.....#.#.........1#..3.#,0001000110000000010001000010000000000100001000000000010010001010
KD_Akari_8x8_V1-B3-P10,1,3,10,8,8,7,........3.#..1.1........#..#1..##..0#..#........#.1..#.2........,1000000001010010100000000010010000000000000000010001000000000001
KD_Akari_8x8_V1-B3-P11,1,3,11,8,8,7,..1..#...#....4...3..#..#......##......#..#..2...3....2...#..#..,0100001010000101010100100010000000000100000010001010000101000010
KD_Akari_8x8_V1-B3-P12,1,3,12,8,8,7,#.2..#.2................#..#2..#1..0#..#................#.#..0.1,0101001000000001000010000010010000000000100000000000000100010000
KD_Akari_8x8_V1-B3-P13,1,3,13,8,8,7,.#....#..##..3#..#....#..................2....#..13..##..#....1.,0000010000001000000001000000001001000000001000001001000000100001
KD_Akari_8x8_V1-B3-P14,1,3,14,8,8,7,.........#3..#1..#.##.2..................#.#1.#..1#..01.........,0010000000010001001001000000001000001000000000001001000000000010
KD_Akari_8x8_V1-B3-P15,1,3,15,8,8,7,#..12..#0......0..........1..#....#..1..........0......0#..21..#,0010010000001000000000000100000110000010000000000001000000100100
KD_Akari_8x8_V1-B3-P16,1,3,16,8,8,7,...#2...2.#..#.##......1................1......##.3..#.2...##...,1000010001001000000001000000000110000000001000000001001000100001
KD_Akari_8x8_V1-B3-P17,1,3,17,8,8,7,...#.#..........3.#..#.........22.........#..2.#..........2.1...,0010000010000000010000011000000000000001100010100010000000010001
KD_Akari_8x8_V1-B3-P18,1,3,18,8,8,7,#......0.........1....2....2#......#2....3....#.........#......0,0000100001000000000100010010001001000100100010000100000000010000
KD_Akari_8x8_V1-B3-P19,1,3,19,8,8,7,##.2...#.......2...............22...............#.......1...1.##,0010100000000010000000011000000000000001100000000001000001000100
KD_Akari_8x8_V1-B3-P20,1,3,20,8,8,7,#..............1.20..###.1............2.##2..##.#..............1,0000000101000000100010000000001001000001000100000010000000000010
KD_Akari_8x8_V1-B3-P21,1,3,21,8,8,7,......#.1..#........2.....###.4..4.###.....#........4..#.#......,1000000000101000000100100100010110100010010010000001010000001000
KD_Akari_8x8_V1-B3-P22,1,3,22,8,8,7,.2.....1...#.2#..3#...#...#.#........2...2..#1.....1...........#,0010000001001001100001000101000000001010001000000100010000010000
KD_Akari_8x8_V1-B3-P23,1,3,23,8,8,7,.2.##.2..#....#...........11##..................2.#..3.#........,1010010100001000000100000000000000100000000001000100101010000000
KD_Akari_8x8_V1-B3-P24,1,3,24,8,8,7,#.....###.3#........#.3...#...#..#...3...2.2........#2.###.....#,0010000001000010001001010001000000001010101001000001000000000100
KD_Akari_8x8_V1-B4-P1,1,4,1,8,8,7,#......1.4....#...3..#....#..3...........#....#..#....#...2###..,0100000010100001010100000000101000000100000000000010000001000010
KD_Akari_8x8_V1-B4-P2,1,4,2,8,8,7,1...#..........2.3.#2#..#..#........#..#..1##.3.2..........0...#,0100000100001000101000010100100000010010100001010010000010000010
KD_Akari_8x8_V1-B4-P3,1,4,3,8,8,7,...#.....4.#..4....#.........#####1.........#....4..#.4.....#...,0100001010100101010000100000100000010000010000101010010101000010
KD_Akari_8x8_V1-B4-P4,1,4,4,8,8,7,......1.#..3......4..2........#..2........2..4......#..0.#......,0001000100100100010100100010000010000100010010100010010000001000
KD_Akari_8x8_V1-B4-P5,1,4,5,8,8,7,.1#.3..#.....4...........1..##..#.......1....#..0#...1.2.....#..,1001010000001010000001000010000000000100010000010000100001000001
KD_Akari_8x8_V1-B4-P6,1,4,6,8,8,7,..........1##2.....##....1.##.#..2.11.2....##.....1##1..........,0000010001000010000000001000000000100101010000000000001000100000
KD_Akari_8x8_V1-B4-P7,1,4,7,8,8,7,..........00......2#.21......##..##......12.#2......00..........,0000001000000100010010010010000000000100100100100010000001000000
KD_Akari_8x8_V1-B4-P8,1,4,8,8,8,7,.11..##..#....#..........2....1..#....#..........#....1..##..2#.,1001000000000000010000000010000100000000010000000000010000001000
KD_Akari_8x8_V1-B4-P9,1,4,9,8,8,7,........##.2#.111......#................0......11#.##.0#........,0000000100100100000100001000000000000001000010000000000010000000
KD_Akari_8x8_V1-B4-P10,1,4,10,8,8,7,...##..2..........#......2..4.#..#.4..#......1..........1..#1...,0010001000000001010010001001010000101000000100100000000001000100
KD_Akari_8x8_V1-B4-P11,1,4,11,8,8,7,0......###....0#...13......................11...#0....1##......0,0001000000001000001001000000100000010000100000100000100000010000
KD_Akari_8x8_V1-B4-P12,1,4,12,8,8,7,2.#....2..#...........##...12......#1...##...........1..2....#.#,0100001010000001000010000010010000000001000010001000001001000000
KD_Akari_8x8_V1-B4-P13,1,4,13,8,8,7,.....#...2#1..4.#....#.............1.....4....#...4...#.........,0100001010000101000100100000010001001000101000000101000000100000
KD_Akari_8x8_V1-B4-P14,1,4,14,8,8,7,..........#..3...#....#..##..2#..##..##..2....3...2..3..........,0000010001000010000001000000100000000000100001010101001000000100
KD_Akari_8x8_V1-B4-P15,1,4,15,8,8,7,......2....2##.....#2....2............1....##.....2##....#......,0001000100100010010001001000100000010000000000100100000000100000
KD_Akari_8x8_V1-B4-P16,1,4,16,8,8,7,#.#..11##.2.....1.....##................##.....1.....#.##01..#.1,0000100001000010001000001000000000000001000001001000000000010010
KD_Akari_8x8_V1-B4-P17,1,4,17,8,8,7,..#.#....3....2...#..#.##..............13.3..#...#....3....1.#..,0100001010100001000000000000000110000000010100101010000101001010
KD_Akari_8x8_V1-B4-P18,1,4,18,8,8,7,...2.2..........2.#..#.........11.........#..#.3..........#.2...,0010100100000100010000001000000000000001000000100000000110010100
KD_Akari_8x8_V1-B4-P19,1,4,19,8,8,7,.1#..1#..........#.1#.#..................#.1#.3..........2#..1#.,0000100001000000000000000001000000000010001001010100000010001000
KD_Akari_8x8_V1-B4-P20,1,4,20,8,8,7,#.......#2..........#3........2.......0....4.#......#2..........,0100000000000100010000100000010000010000001010010001001000000100
KD_Akari_8x8_V1-B4-P21,1,4,21,8,8,7,........#......1..1....#3.#.3......3.#.3#....0..#......2........,0000000100100000100010000101000110001010000100010010000000000001
KD_Akari_8x8_V1-B4-P22,1,4,22,8,8,7,.........2....#..##..3#..#....#..1....1..##..##..2....#.........,0100000010000100000010000000010000100001000100000010000001000000
KD_Akari_8x8_V1-B4-P23,1,4,23,8,8,7,.........4....#...#..2..###..###.0....#..#2..#1..2....1.........,0100000010100001010010100000000000000100000100011010000000000010
KD_Akari_8x8_V1-B4-P24,1,4,24,8,8,7,.#.2#.1..0....1.........#......##......#.........2....1..#.#2.#.,1010000100010000000000100000000000000000010000001000100100000100
KD_Akari_8x8_V1-B5-P1,1,5,1,8,8,7,.#.11......#..#....#........................#....3..1......##.3.,0010001000001000000000000000000000000000010000001001001001000101
KD_Akari_8x8_V1-B5-P2,1,5,2,8,8,7,...#.#....2..#....#.#.4..3............#..#.#.0....2..#....#.3...,0010100000010010010001011000001001000000001000000100101000010100
KD_Akari_8x8_V1-B5-P3,1,5,3,8,8,7,....#...1#...3#..............#....#...3...#.....2.3....#.....#.1,1000010000001000000001000010001000000101100000000101000000100010
KD_Akari_8x8_V1-B5-P4,1,5,4,8,8,7,#......1..1#2#....#..#....................2..1....###1..1......#,0000100001000001000010000000010000100000000100101000000000000100
KD_Akari_8x8_V1-B5-P5,1,5,5,8,8,7,.........2.#3.#..#....#..................1....1..#.2#.#.........,0000100010100100000010000000001001000000000100010000000000010000
KD_Akari_8x8_V1-B5-P6,1,5,6,8,8,7,.#.##.#............0#....3.#2.3...................2..2..........,0000000000001000010000101010010100001000000000000101001000000100
KD_Akari_8x8_V1-B5-P7,1,5,7,8,8,7,...#.....4.#..4...#..#........2###........4..#...4..#.4.....#...,0100001010100101010010100000010000100000010100101010010101000010
KD_Akari_8x8_V1-B5-P8,1,5,8,8,8,7,.2....#..#....2..........##..##..##..12..........1....#..#....1.,1010000000000100000000100001000000001001000000100010000000000100
KD_Akari_8x8_V1-B5-P9,1,5,9,8,8,7,.....1#.1...##..##.#.....#...3....3...#.....#.21..##...2.1#.....,0000100001000000001001000000101001010001001001000000001010000001
KD_Akari_8x8_V1-B5-P10,1,5,10,8,8,7,#.....#..3....#.......3...2..#....#..1...#.......#....2..#.....#,0100000010100000000001010101001000001000001000000000010000000010
KD_Akari_8x8_V1-B5-P11,1,5,11,8,8,8,....#...2##...2.....#...##...2....4...##...#.....2...02#...#....,1000001000001001100001000010001001010000001000101001000001000010
KD_Akari_8x8_V1-B5-P12,1,5,12,8,8,8,...#.....1.......1#.3..1.##....#.2..#.......#..3...1...........#,0100100000000001100101000000100000100001010000100000000100010000
KD_Akari_8x8_V1-B5-P13,1,5,13,8,8,8,..1.........##.1...2#.......##.0..#..2...1...#.....3..2.........,0100000100010000001001000000000000001010100100000010010100010000
KD_Akari_8x8_V1-B5-P14,1,5,14,8,8,8,........#.1##1.#........#.#..0.##.1..3.#........1.####.#........,0000010000000000001000000001000001001010000001000000000010000000
KD_Akari_8x8_V1-B5-P15,1,5,15,8,8,8,.#.21.#.........#1.##.##...................#2...#......1#......0,1010010100010000000000000100000000001000100000010000100000010000
KD_Akari_8x8_V1-B5-P16,1,5,16,8,8,8,##0..###.........4.##.3....##...1......1...2#...................,0000100001000000101001010100001000010000100000010001000000001000
KD_Akari_8x8_V1-B5-P17,1,5,17,8,8,8,............#12.#.4.##..#......#...#............#...4......#..1.,0000010000100001010100100010000010000000000010000001010010001001
KD_Akari_8x8_V1-B5-P18,1,5,18,8,8,8,#11..###.................2....#..#....3.................###..1##,0001000001000000000000101010000000000101000000100100000000001000
KD_Akari_8x8_V1-B5-P19,1,5,19,8,8,8,......#.##3..##..#....1..................#....2..1#..210.#......,0010000000010000001000010100000000000010000001001000100000000010
KD_Akari_8x8_V1-B5-P20,1,5,20,8,8,8,.#.........#...0..3#.3.......##..2#.......3.#3..#...1.........0.,0001000000100100010010100010000110000100010100100010010010000000
KD_Akari_8x8_V1-B5-P21,1,5,21,8,8,8,..##2..#........#.#.#....4...2....#...#....#.4.2........#..1##..,1000010000001000010100001010001001000101000010100000010000100001
KD_Akari_8x8_V1-B5-P22,1,5,22,8,8,8,......1.1#....#....3.......##1....2##.......2....0....00.0......,1000000100010000001010001000001001000000001001000000100000010000
KD_Akari_8x8_V1-B5-P23,1,5,23,8,8,8,......3.#....#...2.........12......0#.........#...#....2.1......,0000010101000010100010000010010000000000000010000100001000000001
KD_Akari_8x8_V1-B5-P24,1,5,24,8,8,8,........#.3..#.1...#2......................##...1.0..#.3........,0000000101010000001001000000100000010000100000010000101000000001
KD_Akari_8x8_V1-B6-P1,1,6,1,8,8,8,##.....#.....1.#.2.........12......0#.........3.#.2.....#.....##,0000010001000000100010000010010000000010000010010100001000100000
KD_Akari_8x8_V1-B6-P2,1,6,2,8,8,8,....#....4....2##.#.##.#.....#.....#2#1....3....1...2...........,0100001010100000010100100000100010000001001010000001001010000000
KD_Akari_8x8_V1-B6-P3,1,6,3,8,8,8,.2.#...#......#1......#...3.4......3.3...#......##......1...1.#.,1010001000000000000010010101010000101010000000000001000001000100
KD_Akari_8x8_V1-B6-P4,1,6,4,8,8,8,...#.....22..11..#....#........11........#....2..2#..#1.....#...,0100010010010001001000000000001001000000000001011000100001000010
KD_Akari_8x8_V1-B6-P5,1,6,5,8,8,8,#.....###.2...........2....12......#0....2...........2.###.....#,0010000001000010000010010010010000000000100100000100001000000100
KD_Akari_8x8_V1-B6-P6,1,6,6,8,8,8,...........#2....................1....1.1#.31.#1........1......#,0000100001000010000010000000000010010001001001000001000001000000
KD_Akari_8x8_V1-B6-P7,1,6,7,8,8,8,...........1#......12....................21..#2.........##....0#,0001000001000000001001000000100000000010100100010100000000100000
KD_Akari_8x8_V1-B6-P8,1,6,8,8,8,8,..#...........2...#.......#..2.02.3..#.......2...2...........#..,0000001000100001000001001000100001010000001000101000010001000001
KD_Akari_8x8_V1-B6-P9,1,6,9,8,8,8,.........2....3..........#....#...#..4...#....#..#2..##.........,0000001010100001000000100000010001001010000001000001000000100000
KD_Akari_8x8_V1-B6-P10,1,6,10,8,8,8,#..##.........2...........2......4........3..2........#.#.....2.,0010001000000100000100000100000010100000010010100010000000000101
KD_Akari_8x8_V1-B6-P11,1,6,11,8,8,8,........#......2...#1...1..#2..1..#..#....2..1...........12..##.,0000000100001000100000010010010000001000010000100010000010010001
KD_Akari_8x8_V1-B6-P12,1,6,12,8,8,8,2........#.......#.....2.........1..##2..#.........2......3.....,0100000010000001000000100100000000010001000000100010010001010000
KD_Akari_8x8_V1-B6-P13,1,6,13,8,8,8,#.#.1..2#...#...........2..............#...........#...#1..2.2.#,0001001000000001100000000100000000000000000000011000010000101000
KD_Akari_8x8_V1-B6-P14,1,6,14,8,8,8,.#....#...3..2...3....2..................#....#...#..4...2....#.,0000010001010010001000010100000000000010000001000100101010000100
KD_Akari_8x8_V1-B6-P15,1,6,15,8,8,8,........3......#.#....#....#2......2#....1....#.#......2........,1000000001000000100010000100010000100010000100010100000000000001
KD_Akari_8x8_V1-B6-P16,1,6,16,8,8,8,..#.......3.2.........#1.2............2.#1.........2.3.......#..,0000100001010001001000001000001001000001000001001000101000010000
KD_Akari_8x8_V1-B6-P17,1,6,17,8,8,8,.........11..11..1....#..........2#..0#..#....#..#2..##.........,0100000000010001000001000100000010000000001000000000100000100000
KD_Akari_8x8_V1-B6-P18,1,6,18,8,8,8,......##....2.2.2.#.#.....0..........1.....0.2.#.#.2....1#......,0000100010000101010100000000000000001000000000101010010000010000
KD_Akari_8x8_V1-B6-P19,1,6,19,8,8,8,.....##.#2...#2.###..3....................3..###.##...#1.0#.....,0100000000100001000010100000010000100000010100001000010000000001
KD_Akari_8x8_V1-B6-P20,1,6,20,8,8,8,.......##....2.0.2..#..#...4...............##.....12.1.......#1.,0000010001000000100101000010100000010000000000100100100000010001
KD_Akari_8x8_V1-B6-P21,1,6,21,8,8,8,....0#.2............##.1#.3#........0#.1#.2#............#.#0....,1000001000000001001000000100010000100000000000010010000000000100
KD_Akari_8x8_V1-B6-P22,1,6,22,8,8,8,...............3..2...#...........##.....3.21..#......3.#..#....,0000000100000010000100010010000001001000101000100001000101000010
KD_Akari_8x8_V1-B6-P23,1,6,23,8,8,8,.#..........##.2.1#..1...#............#...#..12.2.21..........#.,0000000101000010000010000010000000000100100100010100001000100000
KD_Akari_8x8_V1-B6-P24,1,6,24,8,8,8,...#0...........3.#..0.#..1..1....#..0..#.1..#.#...........#1...,0010000110000000010000001001001000000001000010000010000010000100
KD_Akari_8x8_V1-B7-P1,1,7,1,8,8,8,.....3....#.#...1..4..2..1...#....2...#..2..#..#...#.3....2.....,0000101010010100001010010001001001000000001001001000101001010000
KD_Akari_8x8_V1-B7-P2,1,7,2,8,8,8,..........3..0............01#1...........2....3....1#...#......#,0010000001010000000010000000001000010000100001010100001000010000
KD_Akari_8x8_V1-B7-P3,1,7,3,8,8,8,#......#.##..2#..........2....1..#....2..........##..##.2......#,0000010000001000010000000010000100000100000000101001000001000000
KD_Akari_8x8_V1-B7-P4,1,7,4,8,8,8,........##....#1#......#1#....2#........#.3..#.1..........#..1..,0000000100100000000000100000010010000000010100100010000010001001
KD_Akari_8x8_V1-B7-P5,1,7,5,8,8,8,........2.####.2...1#......................1#...#.###3.#........,0000000101000000100000010001000000001000001001000000001000000100
KD_Akari_8x8_V1-B7-P6,1,7,6,8,8,8,........2.3..#...3............#.......1..........2#..4.#...##...,1000000001010010001000000100000000000001000001001000101001000100
KD_Akari_8x8_V1-B7-P7,1,7,7,8,8,8,....##..1.#.......3...1#...#........#1....#3...2..1.2...0......1,1000000100000010010100000010010000010001100010000001000100000100
KD_Akari_8x8_V1-B7-P8,1,7,8,8,8,8,...21.............####..2......##......2..####.............2#...,0010010000010000100000010100000000000010100000010001000000100100
KD_Akari_8x8_V1-B7-P9,1,7,9,8,8,8,..0..#..........###..02#........##....3#..........3..#..........,1000100100000010000000000000001000000100000000100101000100100000
KD_Akari_8x8_V1-B7-P10,1,7,10,8,8,8,......1.1.........##.2.....###....###.....3.#2.........1.1......,1000000100000100000010000010000000000100010100100010000010000001
KD_Akari_8x8_V1-B7-P11,1,7,11,8,8,8,...##...1......2.........1#..21..1#..##.........#......2...0#...,1000000100000010000001001000100100010000010000000000001010000001
KD_Akari_8x8_V1-B7-P12,1,7,12,8,8,8,.......#..2........2......3..#.31.#..2......#........3..#.......,0010000010000100001000010101001000001001100001000000100000000100
KD_Akari_8x8_V1-B7-P13,1,7,13,8,8,8,...2#.............#..2...##..##..2#..#2...#..#.............11...,0010010000010000010010100000000010000001010000100000000000100100
KD_Akari_8x8_V1-B7-P14,1,7,14,8,8,8,....##...2.....1.#..2.#...2........#0.2...4........4.#.......1..,0100000110001000001001000000001000100001010100000010100000010010
KD_Akari_8x8_V1-B7-P15,1,7,15,8,8,8,#..2...#...................1#..23..##...................#...3..#,0010100000000001000100001000001001000001100000000000100000010100
KD_Akari_8x8_V1-B7-P16,1,7,16,8,8,8,...#.20...3.................#1....#2.................2...12.#...,0010100001000100001000000001001000001000000001000010000110010100
KD_Akari_8x8_V1-B7-P17,1,7,17,8,8,8,.........2.#1.#..0.11.#..1....#..................1....2.........,0000100010100000000001000001000001000000000000100000100101000000
KD_Akari_8x8_V1-B7-P18,1,7,18,8,8,8,##.2...#....................1..32..#....................#...3.##,0010100010000000000000010001001001000001100000000000100000010100
KD_Akari_8x8_V1-B7-P19,1,7,19,8,8,8,#......#..2...........3....1#......2#....2...........1..#......#,0010000001000010000100010000001000100100100100000100000000000100
KD_Akari_8x8_V1-B7-P20,1,7,20,8,8,8,...##....4.2#.4...#..3....................2..#...#.##.#....#0...,0100001010100101010100100000010000100000000010000010010001000010
KD_Akari_8x8_V1-B7-P21,1,7,21,8,8,8,...##..............21......1#...2......0..#1#1....2..#..........,0000000100010000001001001000000000010000100000100100100100100000
KD_Akari_8x8_V1-B7-P22,1,7,22,8,8,8,#.#..3.##......1.21..##..........3....#.................#......1,0100101000000100100100010100000000100000010000000000010000000010
KD_Akari_8x8_V1-B7-P23,1,7,23,8,8,8,.#..........#..0..3.#3...1#..........#2...3#.3..0..#..........#.,1000100000100100010100100000010000100001010010100010010000010000
KD_Akari_8x8_V1-B7-P24,1,7,24,8,8,8,#......##......#..3..1....0..#..........0......01..#2..#........,0000010000100000010100101000000100000000000010000010010010000000
KD_Akari_8x8_V1-B8-P1,1,8,1,8,8,8,.2#..1#..........#....#...2..#....#..#...2....2..........0#..#0.,1000100001000000001000000001000001000010001000010000010000000000
